,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_below7disorders,x_cv_past_year,x_ln_mx_conflict,x_ln_mx_war_10years,year_end,year_start
2167,101.0,100.0,,latin_america_tropical,m_all,,,female,-99.0,,0.4923385,0.0,0.0,0.0,0.0,2005.0,2005.0
2168,101.0,100.0,,latin_america_central,m_all,,,female,-99.0,,0.4829312,0.0,0.0,0.0,0.0,2005.0,2005.0
2169,101.0,100.0,,asia_east,m_all,,,female,-99.0,,0.5067645,0.0,0.0,0.0,0.0,2005.0,2005.0
2170,101.0,100.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.5265885,0.0,0.0,0.0,0.0,2005.0,2005.0
2171,0.0,0.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0061652,0.0,0.0,0.0,0.0,1990.0,1990.0
2172,0.0,0.0,,latin_america_andean,m_all,,,male,-99.0,,0.0607373,0.0,0.0,0.0,0.0,1990.0,1990.0
2173,0.0,0.0,,caribbean,m_all,,,male,-99.0,,0.06357,0.0,0.0,0.0,0.0,1990.0,1990.0
2174,0.0,0.0,,asia_southeast,m_all,,,male,-99.0,,0.0543077,0.0,0.0,0.0,0.0,1990.0,1990.0
2175,0.0,0.0,,europe_central,m_all,,,male,-99.0,,0.019847,0.0,0.0,0.0,0.0,1990.0,1990.0
2176,0.0,0.0,,asia_central,m_all,,,male,-99.0,,0.060832,0.0,0.0,0.0,0.0,1990.0,1990.0
2177,0.0,0.0,,latin_america_central,m_all,,,male,-99.0,,0.0347844,0.0,0.0,0.0,0.0,1990.0,1990.0
2178,0.0,0.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.1413691,0.0,0.0,0.0,0.0,1990.0,1990.0
2179,0.0,0.0,,asia_east,m_all,,,male,-99.0,,0.0370438,0.0,0.0,0.0,0.0,1990.0,1990.0
2180,0.0,0.0,,europe_eastern,m_all,,,male,-99.0,,0.0227405,0.0,0.0,0.0,0.0,1990.0,1990.0
2181,0.0,0.0,,north_america_high_income,m_all,,,male,-99.0,,0.0105329,0.0,0.0,0.0,0.0,1990.0,1990.0
2182,0.0,0.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0574415,0.0,0.0,0.0,0.0,1990.0,1990.0
2183,0.0,0.0,,asia_south,m_all,,,male,-99.0,,0.0981222,0.0,0.0,0.0,0.0,1990.0,1990.0
2184,0.0,0.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0526828,0.0,0.0,0.0,0.0,1990.0,1990.0
2185,0.0,0.0,,oceania,m_all,,,male,-99.0,,0.0656696,0.0,0.0,0.0,0.0,1990.0,1990.0
2186,0.0,0.0,,australasia,m_all,,,male,-99.0,,0.0091768,0.0,0.0,0.0,0.0,1990.0,1990.0
2187,0.0,0.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0621958,0.0,0.0,0.0,0.0,1990.0,1990.0
2188,0.0,0.0,,europe_western,m_all,,,male,-99.0,,0.008814,0.0,0.0,0.0,0.0,1990.0,1990.0
2189,0.0,0.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.1641684,0.0,0.0,0.0,0.0,1990.0,1990.0
2190,0.0,0.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.1753684,0.0,0.0,0.0,0.0,1990.0,1990.0
2191,4.0,1.0,,asia_southeast,m_all,,,male,-99.0,,0.0042431,0.0,0.0,0.0,0.0,1990.0,1990.0
2192,4.0,1.0,,caribbean,m_all,,,male,-99.0,,0.0032469,0.0,0.0,0.0,0.0,1990.0,1990.0
2193,4.0,1.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0019514,0.0,0.0,0.0,0.0,1990.0,1990.0
2194,4.0,1.0,,europe_western,m_all,,,male,-99.0,,0.0004388,0.0,0.0,0.0,0.0,1990.0,1990.0
2195,4.0,1.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0135862,0.0,0.0,0.0,0.0,1990.0,1990.0
2196,4.0,1.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0164253,0.0,0.0,0.0,0.0,1990.0,1990.0
2197,4.0,1.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0042111,0.0,0.0,0.0,0.0,1990.0,1990.0
2198,4.0,1.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0035118,0.0,0.0,0.0,0.0,1990.0,1990.0
2199,4.0,1.0,,asia_east,m_all,,,male,-99.0,,0.0019861,0.0,0.0,0.0,0.0,1990.0,1990.0
2200,4.0,1.0,,latin_america_andean,m_all,,,male,-99.0,,0.0052967,0.0,0.0,0.0,0.0,1990.0,1990.0
2201,4.0,1.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0166365,0.0,0.0,0.0,0.0,1990.0,1990.0
2202,4.0,1.0,,north_america_high_income,m_all,,,male,-99.0,,0.0005152,0.0,0.0,0.0,0.0,1990.0,1990.0
2203,4.0,1.0,,australasia,m_all,,,male,-99.0,,0.0004754,0.0,0.0,0.0,0.0,1990.0,1990.0
2204,4.0,1.0,,europe_central,m_all,,,male,-99.0,,0.0008774,0.0,0.0,0.0,0.0,1990.0,1990.0
2205,4.0,1.0,,oceania,m_all,,,male,-99.0,,0.0040794,0.0,0.0,0.0,0.0,1990.0,1990.0
2206,4.0,1.0,,latin_america_southern,m_all,,,male,-99.0,,0.0010083,0.0,0.0,0.0,0.0,1990.0,1990.0
2207,4.0,1.0,,europe_eastern,m_all,,,male,-99.0,,0.0014086,0.0,0.0,0.0,0.0,1990.0,1990.0
2208,4.0,1.0,,asia_south,m_all,,,male,-99.0,,0.0059266,0.0,0.0,0.0,0.0,1990.0,1990.0
2209,4.0,1.0,,asia_central,m_all,,,male,-99.0,,0.0042972,0.0,0.0,0.0,0.0,1990.0,1990.0
2210,4.0,1.0,,latin_america_central,m_all,,,male,-99.0,,0.0028704,0.0,0.0,0.0,0.0,1990.0,1990.0
2211,9.0,5.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0009493,0.0,0.0,0.0,0.0,1990.0,1990.0
2212,9.0,5.0,,asia_central,m_all,,,male,-99.0,,0.0009416,0.0,0.0,0.0,0.0,1990.0,1990.0
2213,9.0,5.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0022207,0.0,0.0,0.0,0.0,1990.0,1990.0
2214,9.0,5.0,,asia_east,m_all,,,male,-99.0,,0.000624,0.0,0.0,0.0,0.0,1990.0,1990.0
2215,9.0,5.0,,asia_south,m_all,,,male,-99.0,,0.0020914,0.0,0.0,0.0,0.0,1990.0,1990.0
2216,9.0,5.0,,north_america_high_income,m_all,,,male,-99.0,,0.0002573,0.0,0.0,0.0,0.0,1990.0,1990.0
2217,9.0,5.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0026696,0.0,0.0,0.0,0.0,1990.0,1990.0
2218,9.0,5.0,,australasia,m_all,,,male,-99.0,,0.0002287,0.0,0.0,0.0,0.0,1990.0,1990.0
2219,9.0,5.0,,europe_central,m_all,,,male,-99.0,,0.0004061,0.0,0.0,0.0,0.0,1990.0,1990.0
2220,9.0,5.0,,caribbean,m_all,,,male,-99.0,,0.0008971,0.0,0.0,0.0,0.0,1990.0,1990.0
2221,9.0,5.0,,latin_america_andean,m_all,,,male,-99.0,,0.001125,0.0,0.0,0.0,0.0,1990.0,1990.0
2222,9.0,5.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0008343,0.0,0.0,0.0,0.0,1990.0,1990.0
2223,9.0,5.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0026749,0.0,0.0,0.0,0.0,1990.0,1990.0
2224,9.0,5.0,,latin_america_central,m_all,,,male,-99.0,,0.0006633,0.0,0.0,0.0,0.0,1990.0,1990.0
2225,9.0,5.0,,asia_southeast,m_all,,,male,-99.0,,0.0010042,0.0,0.0,0.0,0.0,1990.0,1990.0
2226,9.0,5.0,,europe_western,m_all,,,male,-99.0,,0.0002318,0.0,0.0,0.0,0.0,1990.0,1990.0
2227,9.0,5.0,,europe_eastern,m_all,,,male,-99.0,,0.0007655,0.0,0.0,0.0,0.0,1990.0,1990.0
2228,9.0,5.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0004895,0.0,0.0,0.0,0.0,1990.0,1990.0
2229,9.0,5.0,,oceania,m_all,,,male,-99.0,,0.0010061,0.0,0.0,0.0,0.0,1990.0,1990.0
2230,9.0,5.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0003341,0.0,0.0,0.0,0.0,1990.0,1990.0
2231,14.0,10.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0005558,0.0,0.0,0.0,0.0,1990.0,1990.0
2232,14.0,10.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0016476,0.0,0.0,0.0,0.0,1990.0,1990.0
2233,14.0,10.0,,latin_america_southern,m_all,,,male,-99.0,,0.0004308,0.0,0.0,0.0,0.0,1990.0,1990.0
2234,14.0,10.0,,asia_south,m_all,,,male,-99.0,,0.0012102,0.0,0.0,0.0,0.0,1990.0,1990.0
2235,14.0,10.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0014594,0.0,0.0,0.0,0.0,1990.0,1990.0
2236,14.0,10.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0007785,0.0,0.0,0.0,0.0,1990.0,1990.0
2237,14.0,10.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.000751,0.0,0.0,0.0,0.0,1990.0,1990.0
2238,14.0,10.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0002607,0.0,0.0,0.0,0.0,1990.0,1990.0
2239,14.0,10.0,,asia_central,m_all,,,male,-99.0,,0.0007538,0.0,0.0,0.0,0.0,1990.0,1990.0
2240,14.0,10.0,,australasia,m_all,,,male,-99.0,,0.0002637,0.0,0.0,0.0,0.0,1990.0,1990.0
2241,14.0,10.0,,asia_southeast,m_all,,,male,-99.0,,0.000744,0.0,0.0,0.0,0.0,1990.0,1990.0
2242,14.0,10.0,,caribbean,m_all,,,male,-99.0,,0.0006971,0.0,0.0,0.0,0.0,1990.0,1990.0
2243,14.0,10.0,,north_america_high_income,m_all,,,male,-99.0,,0.0003197,0.0,0.0,0.0,0.0,1990.0,1990.0
2244,14.0,10.0,,latin_america_central,m_all,,,male,-99.0,,0.0006037,0.0,0.0,0.0,0.0,1990.0,1990.0
2245,14.0,10.0,,europe_eastern,m_all,,,male,-99.0,,0.0006432,0.0,0.0,0.0,0.0,1990.0,1990.0
2246,14.0,10.0,,latin_america_andean,m_all,,,male,-99.0,,0.0008293,0.0,0.0,0.0,0.0,1990.0,1990.0
2247,14.0,10.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0015593,0.0,0.0,0.0,0.0,1990.0,1990.0
2248,14.0,10.0,,asia_east,m_all,,,male,-99.0,,0.0005365,0.0,0.0,0.0,0.0,1990.0,1990.0
2249,14.0,10.0,,europe_central,m_all,,,male,-99.0,,0.0003896,0.0,0.0,0.0,0.0,1990.0,1990.0
2250,14.0,10.0,,oceania,m_all,,,male,-99.0,,0.0008903,0.0,0.0,0.0,0.0,1990.0,1990.0
2251,19.0,15.0,,asia_central,m_all,,,male,-99.0,,0.0015514,0.0,0.0,0.0,0.0,1990.0,1990.0
2252,19.0,15.0,,europe_western,m_all,,,male,-99.0,,0.0008273,0.0,0.0,0.0,0.0,1990.0,1990.0
2253,19.0,15.0,,oceania,m_all,,,male,-99.0,,0.0020369,0.0,0.0,0.0,0.0,1990.0,1990.0
2254,19.0,15.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0025718,0.0,0.0,0.0,0.0,1990.0,1990.0
2255,19.0,15.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0008216,0.0,0.0,0.0,0.0,1990.0,1990.0
2256,19.0,15.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0019345,0.0,0.0,0.0,0.0,1990.0,1990.0
2257,19.0,15.0,,north_america_high_income,m_all,,,male,-99.0,,0.0011907,0.0,0.0,0.0,0.0,1990.0,1990.0
2258,19.0,15.0,,europe_eastern,m_all,,,male,-99.0,,0.001515,0.0,0.0,0.0,0.0,1990.0,1990.0
2259,19.0,15.0,,asia_east,m_all,,,male,-99.0,,0.0012417,0.0,0.0,0.0,0.0,1990.0,1990.0
2260,19.0,15.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0017536,0.0,0.0,0.0,0.0,1990.0,1990.0
2261,19.0,15.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0027055,0.0,0.0,0.0,0.0,1990.0,1990.0
2262,19.0,15.0,,latin_america_tropical,m_all,,,male,-99.0,,0.001645,0.0,0.0,0.0,0.0,1990.0,1990.0
2263,19.0,15.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0014579,0.0,0.0,0.0,0.0,1990.0,1990.0
2264,19.0,15.0,,europe_central,m_all,,,male,-99.0,,0.000949,0.0,0.0,0.0,0.0,1990.0,1990.0
2265,19.0,15.0,,latin_america_southern,m_all,,,male,-99.0,,0.0009928,0.0,0.0,0.0,0.0,1990.0,1990.0
2266,19.0,15.0,,australasia,m_all,,,male,-99.0,,0.0010475,0.0,0.0,0.0,0.0,1990.0,1990.0
2267,19.0,15.0,,asia_southeast,m_all,,,male,-99.0,,0.0014642,0.0,0.0,0.0,0.0,1990.0,1990.0
2268,19.0,15.0,,latin_america_central,m_all,,,male,-99.0,,0.0015786,0.0,0.0,0.0,0.0,1990.0,1990.0
2269,19.0,15.0,,asia_south,m_all,,,male,-99.0,,0.0017267,0.0,0.0,0.0,0.0,1990.0,1990.0
2270,19.0,15.0,,caribbean,m_all,,,male,-99.0,,0.0013147,0.0,0.0,0.0,0.0,1990.0,1990.0
2271,24.0,20.0,,latin_america_central,m_all,,,male,-99.0,,0.0027067,0.0,0.0,0.0,0.0,1990.0,1990.0
2272,24.0,20.0,,europe_central,m_all,,,male,-99.0,,0.0014483,0.0,0.0,0.0,0.0,1990.0,1990.0
2273,24.0,20.0,,europe_western,m_all,,,male,-99.0,,0.0012061,0.0,0.0,0.0,0.0,1990.0,1990.0
2274,24.0,20.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.002112,0.0,0.0,0.0,0.0,1990.0,1990.0
2275,24.0,20.0,,oceania,m_all,,,male,-99.0,,0.0032222,0.0,0.0,0.0,0.0,1990.0,1990.0
2276,24.0,20.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0009972,0.0,0.0,0.0,0.0,1990.0,1990.0
2277,24.0,20.0,,asia_east,m_all,,,male,-99.0,,0.0017215,0.0,0.0,0.0,0.0,1990.0,1990.0
2278,24.0,20.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0029327,0.0,0.0,0.0,0.0,1990.0,1990.0
2279,24.0,20.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0025603,0.0,0.0,0.0,0.0,1990.0,1990.0
2280,24.0,20.0,,caribbean,m_all,,,male,-99.0,,0.0019072,0.0,0.0,0.0,0.0,1990.0,1990.0
2281,24.0,20.0,,latin_america_southern,m_all,,,male,-99.0,,0.0014562,0.0,0.0,0.0,0.0,1990.0,1990.0
2282,24.0,20.0,,asia_central,m_all,,,male,-99.0,,0.0025061,0.0,0.0,0.0,0.0,1990.0,1990.0
2283,24.0,20.0,,north_america_high_income,m_all,,,male,-99.0,,0.001588,0.0,0.0,0.0,0.0,1990.0,1990.0
2284,24.0,20.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0043321,0.0,0.0,0.0,0.0,1990.0,1990.0
2285,24.0,20.0,,asia_south,m_all,,,male,-99.0,,0.0023598,0.0,0.0,0.0,0.0,1990.0,1990.0
2286,24.0,20.0,,latin_america_andean,m_all,,,male,-99.0,,0.0019986,0.0,0.0,0.0,0.0,1990.0,1990.0
2287,24.0,20.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0030467,0.0,0.0,0.0,0.0,1990.0,1990.0
2288,24.0,20.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0046198,0.0,0.0,0.0,0.0,1990.0,1990.0
2289,24.0,20.0,,australasia,m_all,,,male,-99.0,,0.0014677,0.0,0.0,0.0,0.0,1990.0,1990.0
2290,24.0,20.0,,asia_southeast,m_all,,,male,-99.0,,0.002342,0.0,0.0,0.0,0.0,1990.0,1990.0
2291,29.0,25.0,,latin_america_central,m_all,,,male,-99.0,,0.0031833,0.0,0.0,0.0,0.0,1990.0,1990.0
2292,29.0,25.0,,north_america_high_income,m_all,,,male,-99.0,,0.0017681,0.0,0.0,0.0,0.0,1990.0,1990.0
2293,29.0,25.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0035617,0.0,0.0,0.0,0.0,1990.0,1990.0
2294,29.0,25.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.005406,0.0,0.0,0.0,0.0,1990.0,1990.0
2295,29.0,25.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.003543,0.0,0.0,0.0,0.0,1990.0,1990.0
2296,29.0,25.0,,asia_east,m_all,,,male,-99.0,,0.0017462,0.0,0.0,0.0,0.0,1990.0,1990.0
2297,29.0,25.0,,asia_central,m_all,,,male,-99.0,,0.0029375,0.0,0.0,0.0,0.0,1990.0,1990.0
2298,29.0,25.0,,caribbean,m_all,,,male,-99.0,,0.0021803,0.0,0.0,0.0,0.0,1990.0,1990.0
2299,29.0,25.0,,australasia,m_all,,,male,-99.0,,0.0013794,0.0,0.0,0.0,0.0,1990.0,1990.0
2300,29.0,25.0,,oceania,m_all,,,male,-99.0,,0.0037633,0.0,0.0,0.0,0.0,1990.0,1990.0
2301,29.0,25.0,,asia_southeast,m_all,,,male,-99.0,,0.0026826,0.0,0.0,0.0,0.0,1990.0,1990.0
2302,29.0,25.0,,europe_eastern,m_all,,,male,-99.0,,0.0031865,0.0,0.0,0.0,0.0,1990.0,1990.0
2303,29.0,25.0,,latin_america_southern,m_all,,,male,-99.0,,0.0015186,0.0,0.0,0.0,0.0,1990.0,1990.0
2304,29.0,25.0,,europe_central,m_all,,,male,-99.0,,0.0016707,0.0,0.0,0.0,0.0,1990.0,1990.0
2305,29.0,25.0,,europe_western,m_all,,,male,-99.0,,0.0012871,0.0,0.0,0.0,0.0,1990.0,1990.0
2306,29.0,25.0,,latin_america_andean,m_all,,,male,-99.0,,0.0022649,0.0,0.0,0.0,0.0,1990.0,1990.0
2307,29.0,25.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0057066,0.0,0.0,0.0,0.0,1990.0,1990.0
2308,29.0,25.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0028178,0.0,0.0,0.0,0.0,1990.0,1990.0
2309,29.0,25.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0022861,0.0,0.0,0.0,0.0,1990.0,1990.0
2310,29.0,25.0,,asia_south,m_all,,,male,-99.0,,0.0025958,0.0,0.0,0.0,0.0,1990.0,1990.0
2311,34.0,30.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0034764,0.0,0.0,0.0,0.0,1990.0,1990.0
2312,34.0,30.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0014064,0.0,0.0,0.0,0.0,1990.0,1990.0
2313,34.0,30.0,,asia_southeast,m_all,,,male,-99.0,,0.0031346,0.0,0.0,0.0,0.0,1990.0,1990.0
2314,34.0,30.0,,latin_america_andean,m_all,,,male,-99.0,,0.002562,0.0,0.0,0.0,0.0,1990.0,1990.0
2315,34.0,30.0,,europe_western,m_all,,,male,-99.0,,0.0014651,0.0,0.0,0.0,0.0,1990.0,1990.0
2316,34.0,30.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0043909,0.0,0.0,0.0,0.0,1990.0,1990.0
2317,34.0,30.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.002615,0.0,0.0,0.0,0.0,1990.0,1990.0
2318,34.0,30.0,,latin_america_central,m_all,,,male,-99.0,,0.0033948,0.0,0.0,0.0,0.0,1990.0,1990.0
2319,34.0,30.0,,caribbean,m_all,,,male,-99.0,,0.0027541,0.0,0.0,0.0,0.0,1990.0,1990.0
2320,34.0,30.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0040063,0.0,0.0,0.0,0.0,1990.0,1990.0
2321,34.0,30.0,,asia_east,m_all,,,male,-99.0,,0.0020024,0.0,0.0,0.0,0.0,1990.0,1990.0
2322,34.0,30.0,,latin_america_southern,m_all,,,male,-99.0,,0.0018621,0.0,0.0,0.0,0.0,1990.0,1990.0
2323,34.0,30.0,,europe_central,m_all,,,male,-99.0,,0.0023266,0.0,0.0,0.0,0.0,1990.0,1990.0
2324,34.0,30.0,,asia_central,m_all,,,male,-99.0,,0.0035138,0.0,0.0,0.0,0.0,1990.0,1990.0
2325,34.0,30.0,,australasia,m_all,,,male,-99.0,,0.0013345,0.0,0.0,0.0,0.0,1990.0,1990.0
2326,34.0,30.0,,north_america_high_income,m_all,,,male,-99.0,,0.0021312,0.0,0.0,0.0,0.0,1990.0,1990.0
2327,34.0,30.0,,europe_eastern,m_all,,,male,-99.0,,0.0040229,0.0,0.0,0.0,0.0,1990.0,1990.0
2328,34.0,30.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0069564,0.0,0.0,0.0,0.0,1990.0,1990.0
2329,34.0,30.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0064744,0.0,0.0,0.0,0.0,1990.0,1990.0
2330,34.0,30.0,,oceania,m_all,,,male,-99.0,,0.0047814,0.0,0.0,0.0,0.0,1990.0,1990.0
2331,39.0,35.0,,asia_central,m_all,,,male,-99.0,,0.0048392,0.0,0.0,0.0,0.0,1990.0,1990.0
2332,39.0,35.0,,asia_southeast,m_all,,,male,-99.0,,0.0041012,0.0,0.0,0.0,0.0,1990.0,1990.0
2333,39.0,35.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.003471,0.0,0.0,0.0,0.0,1990.0,1990.0
2334,39.0,35.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.0085384,0.0,0.0,0.0,0.0,1990.0,1990.0
2335,39.0,35.0,,europe_western,m_all,,,male,-99.0,,0.0018316,0.0,0.0,0.0,0.0,1990.0,1990.0
2336,39.0,35.0,,north_america_high_income,m_all,,,male,-99.0,,0.0026457,0.0,0.0,0.0,0.0,1990.0,1990.0
2337,39.0,35.0,,oceania,m_all,,,male,-99.0,,0.0069584,0.0,0.0,0.0,0.0,1990.0,1990.0
2338,39.0,35.0,,asia_south,m_all,,,male,-99.0,,0.0041723,0.0,0.0,0.0,0.0,1990.0,1990.0
2339,39.0,35.0,,europe_central,m_all,,,male,-99.0,,0.0034275,0.0,0.0,0.0,0.0,1990.0,1990.0
2340,39.0,35.0,,latin_america_central,m_all,,,male,-99.0,,0.0039006,0.0,0.0,0.0,0.0,1990.0,1990.0
2341,39.0,35.0,,latin_america_andean,m_all,,,male,-99.0,,0.0032224,0.0,0.0,0.0,0.0,1990.0,1990.0
2342,39.0,35.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.004992,0.0,0.0,0.0,0.0,1990.0,1990.0
2343,39.0,35.0,,asia_east,m_all,,,male,-99.0,,0.0027004,0.0,0.0,0.0,0.0,1990.0,1990.0
2344,39.0,35.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0060691,0.0,0.0,0.0,0.0,1990.0,1990.0
2345,39.0,35.0,,australasia,m_all,,,male,-99.0,,0.0014967,0.0,0.0,0.0,0.0,1990.0,1990.0
2346,39.0,35.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0017965,0.0,0.0,0.0,0.0,1990.0,1990.0
2347,39.0,35.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0090128,0.0,0.0,0.0,0.0,1990.0,1990.0
2348,39.0,35.0,,caribbean,m_all,,,male,-99.0,,0.0034784,0.0,0.0,0.0,0.0,1990.0,1990.0
2349,39.0,35.0,,latin_america_southern,m_all,,,male,-99.0,,0.0025308,0.0,0.0,0.0,0.0,1990.0,1990.0
2350,39.0,35.0,,europe_eastern,m_all,,,male,-99.0,,0.0052608,0.0,0.0,0.0,0.0,1990.0,1990.0
2351,44.0,40.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0083877,0.0,0.0,0.0,0.0,1990.0,1990.0
2352,44.0,40.0,,europe_central,m_all,,,male,-99.0,,0.0052296,0.0,0.0,0.0,0.0,1990.0,1990.0
2353,44.0,40.0,,asia_southeast,m_all,,,male,-99.0,,0.0054604,0.0,0.0,0.0,0.0,1990.0,1990.0
2354,44.0,40.0,,latin_america_central,m_all,,,male,-99.0,,0.0046414,0.0,0.0,0.0,0.0,1990.0,1990.0
2355,44.0,40.0,,australasia,m_all,,,male,-99.0,,0.002035,0.0,0.0,0.0,0.0,1990.0,1990.0
2356,44.0,40.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0110469,0.0,0.0,0.0,0.0,1990.0,1990.0
2357,44.0,40.0,,asia_south,m_all,,,male,-99.0,,0.0058006,0.0,0.0,0.0,0.0,1990.0,1990.0
2358,44.0,40.0,,latin_america_southern,m_all,,,male,-99.0,,0.0039329,0.0,0.0,0.0,0.0,1990.0,1990.0
2359,44.0,40.0,,europe_eastern,m_all,,,male,-99.0,,0.0073724,0.0,0.0,0.0,0.0,1990.0,1990.0
2360,44.0,40.0,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.010553,0.0,0.0,0.0,0.0,1990.0,1990.0
2361,44.0,40.0,,latin_america_tropical,m_all,,,male,-99.0,,0.0055618,0.0,0.0,0.0,0.0,1990.0,1990.0
2362,44.0,40.0,,asia_east,m_all,,,male,-99.0,,0.0039535,0.0,0.0,0.0,0.0,1990.0,1990.0
2363,44.0,40.0,,north_america_high_income,m_all,,,male,-99.0,,0.0032594,0.0,0.0,0.0,0.0,1990.0,1990.0
2364,44.0,40.0,,europe_western,m_all,,,male,-99.0,,0.0026048,0.0,0.0,0.0,0.0,1990.0,1990.0
2365,44.0,40.0,,north_africa_middle_east,m_all,,,male,-99.0,,0.0047996,0.0,0.0,0.0,0.0,1990.0,1990.0
2366,44.0,40.0,,asia_pacific_high_income,m_all,,,male,-99.0,,0.00257,0.0,0.0,0.0,0.0,1990.0,1990.0
2367,44.0,40.0,,oceania,m_all,,,male,-99.0,,0.0098813,0.0,0.0,0.0,0.0,1990.0,1990.0
2368,44.0,40.0,,asia_central,m_all,,,male,-99.0,,0.0066606,0.0,0.0,0.0,0.0,1990.0,1990.0
2369,44.0,40.0,,latin_america_andean,m_all,,,male,-99.0,,0.0041738,0.0,0.0,0.0,0.0,1990.0,1990.0
2370,44.0,40.0,,sub-saharan_africa_west,m_all,,,male,-99.0,,0.0063002,0.0,0.0,0.0,0.0,1990.0,1990.0
2371,49.0,45.0,,australasia,m_all,,,male,-99.0,,0.0031892,0.0,0.0,0.0,0.0,1990.0,1990.0
2372,49.0,45.0,,sub-saharan_africa_central,m_all,,,male,-99.0,,0.0141845,0.0,0.0,0.0,0.0,1990.0,1990.0
2373,49.0,45.0,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.012175,0.0,0.0,0.0,0.0,1990.0,1990.0
2374,49.0,45.0,,oceania,m_all,,,male,-99.0,,0.0143236,0.0,0.0,0.0,0.0,1990.0,1990.0
2375,49.0,45.0,,north_america_high_income,m_all,,,male,-99.0,,0.0047469,0.0,0.0,0.0,0.0,1990.0,1990.0
2376,49.0,45.0,,latin_america_central,m_all,,,male,-99.0,,0.0062372,0.0,0.0,0.0,0.0,1990.0,1990.0
2377,49.0,45.0,,asia_south,m_all,,,male,-99.0,,0.0086639,0.0,0.0,0.0,0.0,1990.0,1990.0
